data_entrada_brasil;data_cadastro;dif_dtcad_dtingr_meses;sexo;fx_etaria;pais_origem;distrito_moradia;regiao;condicoes_moradia;cidade_ingresso;cor_raca;escolaridade;situacao_migratoria;fonte_renda;sabendo_crai;demanda_1
21/05/2013;12/09/2018;63;Masculino;40 a 49 anos;Bangladesh;Brás;leste;Aluguel ou pensão;Corumbá;Parda;Ensino superior completo;Solicitante de refúgio;Trabalhador informal ou ambulante;Serviço público;Regularização migratória
05/02/2013;02/10/2018;67;Masculino;18 a 29 anos;Bangladesh;Brás;leste;Aluguel ou pensão;Corumbá;Parda;Ensino médio completo;Visto permanente;Empresário (MEI, dono de loja, restaurante, etc.);Instituições ou organizações;Regularização migratória
03/05/2011;17/10/2018;89;Masculino;30 a 39 anos;Bangladesh;Brás;leste;Aluguel ou pensão;Boa Vista;Indígena;Ensino médio completo;Visto permanente;Trabalhador autônomo;Amigos ou parentes;Demandas diversas
09/12/2013;31/10/2018;58;Masculino;30 a 39 anos;Bangladesh;Brás;leste;Aluguel ou pensão;Foz do Iguaçu;Parda;Ensino médio incompleto;Solicitante de refúgio;Empresário (MEI, dono de loja, restaurante, etc.);Serviço público;Regularização migratória
26/02/2014;01/11/2018;56;Masculino;30 a 39 anos;Bangladesh;Brás;leste;Aluguel ou pensão;Guarulhos;Preta;Ensino médio completo;Solicitante de refúgio;Trabalhador autônomo;Instituições ou organizações;Regularização migratória
04/04/2011;19/11/2018;91;Masculino;30 a 39 anos;Bangladesh;Brás;leste;Casa de parente ou amigo;Boa Vista;Parda;Ensino médio completo;Visto permanente;Empresário (MEI, dono de loja, restaurante, etc.);Amigos ou parentes;Documentos
27/12/2017;17/12/2018;11;Masculino;40 a 49 anos;Bangladesh;Outro Município;Outro Município;Aluguel ou pensão;Guarulhos;Parda;Ensino superior completo;Solicitante de refúgio;Trabalhador informal ou ambulante;Amigos ou parentes;Regularização migratória
09/10/2015;03/01/2019;38;Masculino;50 a 59 anos;Bangladesh;Brás;leste;Aluguel ou pensão;Guarulhos;Preta;Ensino médio completo;Solicitante de refúgio;Trabalhador autônomo;Instituições ou organizações;Regularização migratória
08/03/2016;09/01/2019;34;Masculino;30 a 39 anos;Bangladesh;Brás;leste;Casa de parente ou amigo;Guarulhos;Parda;Ensino fundamental completo;Solicitante de refúgio;Trabalhador CLT;Amigos ou parentes;Regularização migratória
09/03/2015;10/01/2019;46;Masculino;18 a 29 anos;Bangladesh;Brás;leste;Casa de parente ou amigo;Guaíra;Parda;Ensino médio incompleto;Solicitante de refúgio;Trabalhador informal ou ambulante;Amigos ou parentes;Regularização migratória
14/10/2015;10/01/2019;38;Masculino;18 a 29 anos;Bangladesh;Brás;leste;Casa de parente ou amigo;Guaíra;Parda;Ensino médio completo;Solicitante de refúgio;Desempregado;Amigos ou parentes;Regularização migratória
14/10/2015;10/01/2019;38;Masculino;18 a 29 anos;Bangladesh;Brás;leste;Aluguel ou pensão;Guarulhos;Parda;Ensino médio incompleto;Solicitante de refúgio;Trabalhador informal ou ambulante;Amigos ou parentes;Regularização migratória
25/02/2017;11/01/2019;22;Masculino;18 a 29 anos;Bangladesh;Brás;leste;Casa de parente ou amigo;Guarulhos;Parda;Ensino superior incompleto;Solicitante de refúgio;Empresário (MEI, dono de loja, restaurante, etc.);Instituições ou organizações;Regularização migratória
17/06/2015;11/01/2019;42;Masculino;30 a 39 anos;Bangladesh;Brás;leste;Casa de parente ou amigo;Guarulhos;Parda;Ensino superior completo;Solicitante de refúgio;Desempregado;Instituições ou organizações;Regularização migratória
09/07/2018;14/01/2019;6;Masculino;18 a 29 anos;Bangladesh;Brás;leste;Aluguel ou pensão;Guarulhos;Indígena;Ensino superior completo;Solicitante de refúgio;Trabalhador autônomo;Amigos ou parentes;Regularização migratória
08/09/2015;14/01/2019;40;Masculino;18 a 29 anos;Bangladesh;Brás;leste;Aluguel ou pensão;Pacaraima;Parda;Ensino médio completo;Solicitante de refúgio;Desempregado;Instituições ou organizações;Regularização migratória
20/06/2015;14/01/2019;42;Masculino;18 a 29 anos;Bangladesh;Brás;leste;Aluguel ou pensão;Corumbá;Parda;Ensino médio incompleto;Solicitante de refúgio;Empresário (MEI, dono de loja, restaurante, etc.);Instituições ou organizações;Regularização migratória
10/08/2015;14/01/2019;41;Masculino;30 a 39 anos;Bangladesh;Brás;leste;Aluguel ou pensão;Guarulhos;Indígena;Ensino médio completo;Solicitante de refúgio;Trabalhador autônomo;Amigos ou parentes;Regularização migratória
22/05/2013;14/01/2019;67;Masculino;18 a 29 anos;Bangladesh;Brás;leste;Aluguel ou pensão;Guarulhos;Indígena;Ensino médio completo;Visto permanente;Trabalhador autônomo;Amigos ou parentes;Regularização migratória
05/03/2015;14/01/2019;46;Masculino;30 a 39 anos;Bangladesh;Brás;leste;Aluguel ou pensão;Guarulhos;Indígena;Ensino médio incompleto;Solicitante de refúgio;Trabalhador autônomo;Amigos ou parentes;Regularização migratória
12/06/2017;15/01/2019;19;Masculino;30 a 39 anos;Bangladesh;Pari;leste;Aluguel ou pensão;Guarulhos;Parda;Ensino médio completo;Solicitante de refúgio;Trabalhador CLT;Amigos ou parentes;Regularização migratória
01/11/2014;16/01/2019;50;Masculino;18 a 29 anos;Bangladesh;Brás;leste;Aluguel ou pensão;Não informado;Parda;Ensino médio completo;Solicitante de refúgio;Desempregado;Amigos ou parentes;Regularização migratória
12/12/2014;16/01/2019;49;Masculino;18 a 29 anos;Bangladesh;Brás;leste;Aluguel ou pensão;Guarulhos;Parda;Ensino superior incompleto;Solicitante de refúgio;Trabalhador informal ou ambulante;Amigos ou parentes;Regularização migratória
24/04/2015;16/01/2019;44;Masculino;30 a 39 anos;Bangladesh;Brás;leste;Aluguel ou pensão;Guarulhos;Parda;Ensino médio completo;Solicitante de refúgio;Desempregado;Amigos ou parentes;Regularização migratória
01/05/2015;16/01/2019;44;Masculino;30 a 39 anos;Bangladesh;Brás;leste;Aluguel ou pensão;Guarulhos;Parda;Ensino superior incompleto;Solicitante de refúgio;Trabalhador CLT;Amigos ou parentes;Regularização migratória
01/08/2015;16/01/2019;41;Masculino;30 a 39 anos;Bangladesh;Brás;leste;Aluguel ou pensão;Guarulhos;Parda;Ensino médio completo;Solicitante de refúgio;Trabalhador CLT;Amigos ou parentes;Regularização migratória
27/03/2009;18/01/2019;117;Masculino;40 a 49 anos;Bangladesh;Tatuapé;leste;Casa própria;Guarulhos;Parda;Ensino médio completo;Visto permanente;Empresário (MEI, dono de loja, restaurante, etc.);Amigos ou parentes;Regularização migratória
01/08/2015;21/01/2019;41;Masculino;30 a 39 anos;Bangladesh;Brás;leste;Aluguel ou pensão;Guarulhos;Parda;Ensino médio completo;Solicitante de refúgio;Trabalhador CLT;Amigos ou parentes;Regularização migratória
08/01/2015;21/01/2019;48;Masculino;30 a 39 anos;Bangladesh;Brás;leste;Aluguel ou pensão;Guarulhos;Parda;Ensino médio incompleto;Solicitante de refúgio;Trabalhador CLT;Amigos ou parentes;Regularização migratória
20/10/2015;21/01/2019;39;Masculino;18 a 29 anos;Bangladesh;Brás;leste;Aluguel ou pensão;Guarulhos;Parda;Ensino superior incompleto;Solicitante de refúgio;Trabalhador CLT;Divulgação (folhetos, internet, etc.);Demandas diversas
12/07/2017;23/01/2019;18;Feminino;30 a 39 anos;Bangladesh;Brás;leste;Aluguel ou pensão;Guarulhos;Parda;Ensino superior completo;Solicitante de refúgio;Trabalhador informal ou ambulante;Amigos ou parentes;Regularização migratória
01/01/2013;24/01/2019;72;Masculino;50 a 59 anos;Bangladesh;Brás;leste;Aluguel ou pensão;Guarulhos;Parda;Não frequentou escola;Solicitante de refúgio;Trabalhador CLT;Amigos ou parentes;Regularização migratória
15/06/2015;28/01/2019;43;Masculino;18 a 29 anos;Bangladesh;Brás;leste;Aluguel ou pensão;Guarulhos;Parda;Ensino superior completo;Solicitante de refúgio;Trabalhador informal ou ambulante;Amigos ou parentes;Regularização migratória
16/08/2014;30/01/2019;53;Masculino;18 a 29 anos;Bangladesh;Pari;leste;Aluguel ou pensão;Boa Vista;Parda;Ensino médio completo;Solicitante de refúgio;Desempregado;Divulgação (folhetos, internet, etc.);Regularização migratória
10/02/2015;31/01/2019;47;Masculino;18 a 29 anos;Bangladesh;Brás;leste;Aluguel ou pensão;Guarulhos;Parda;Ensino médio completo;Solicitante de refúgio;Empresário (MEI, dono de loja, restaurante, etc.);Instituições ou organizações;Regularização migratória
19/12/2009;31/01/2019;109;Masculino;40 a 49 anos;Bangladesh;Pari;leste;Aluguel ou pensão;Santos;Parda;Ensino médio completo;Visto permanente;Empresário (MEI, dono de loja, restaurante, etc.);Amigos ou parentes;Regularização migratória
28/08/2016;04/02/2019;29;Masculino;18 a 29 anos;Bangladesh;Brás;leste;Aluguel ou pensão;Corumbá;Parda;Ensino superior incompleto;Solicitante de refúgio;Empresário (MEI, dono de loja, restaurante, etc.);Amigos ou parentes;Regularização migratória
14/08/2014;06/02/2019;53;Masculino;30 a 39 anos;Bangladesh;Brás;leste;Aluguel ou pensão;Foz do Iguaçu;Parda;Ensino médio completo;Solicitante de refúgio;Empresário (MEI, dono de loja, restaurante, etc.);Amigos ou parentes;Regularização migratória
07/03/2014;06/02/2019;58;Masculino;30 a 39 anos;Bangladesh;Brás;leste;Aluguel ou pensão;Foz do Iguaçu;Parda;Ensino médio completo;Solicitante de refúgio;Empresário (MEI, dono de loja, restaurante, etc.);Amigos ou parentes;Regularização migratória
10/06/2013;08/02/2019;67;Masculino;40 a 49 anos;Bangladesh;Brás;leste;Aluguel ou pensão;Foz do Iguaçu;Parda;Ensino médio completo;Solicitante de refúgio;Trabalhador informal ou ambulante;Amigos ou parentes;Regularização migratória
30/05/2018;12/02/2019;8;Masculino;18 a 29 anos;Bangladesh;Brás;leste;Aluguel ou pensão;Guarulhos;Parda;Ensino médio incompleto;Solicitante de refúgio;Trabalhador autônomo;Amigos ou parentes;Regularização migratória
12/03/2018;12/02/2019;11;Masculino;30 a 39 anos;Bangladesh;Brás;leste;Aluguel ou pensão;Guarulhos;Parda;Ensino médio completo;Solicitante de refúgio;Trabalhador informal ou ambulante;Amigos ou parentes;Regularização migratória
05/05/2015;19/02/2019;45;Masculino;18 a 29 anos;Bangladesh;Brás;leste;Casa de parente ou amigo;Guarulhos;Parda;Ensino médio completo;Solicitante de refúgio;Trabalhador CLT;Amigos ou parentes;Regularização migratória
29/08/2013;21/02/2019;65;Masculino;40 a 49 anos;Bangladesh;Brás;leste;Aluguel ou pensão;Corumbá;Parda;Ensino fundamental incompleto;Solicitante de refúgio;Empresário (MEI, dono de loja, restaurante, etc.);Instituições ou organizações;Regularização migratória
05/09/2013;22/02/2019;65;Masculino;18 a 29 anos;Bangladesh;Pari;leste;Aluguel ou pensão;Guarulhos;Parda;Ensino médio completo;Visto permanente;Trabalhador autônomo;Amigos ou parentes;Regularização migratória
08/03/2016;25/02/2019;35;Masculino;40 a 49 anos;Bangladesh;Brás;leste;Aluguel ou pensão;Guarulhos;Parda;Ensino médio completo;Solicitante de refúgio;Empresário (MEI, dono de loja, restaurante, etc.);Amigos ou parentes;Regularização migratória
21/02/2018;11/03/2019;12;Masculino;30 a 39 anos;Bangladesh;Brás;leste;Aluguel ou pensão;Guarulhos;Parda;Ensino superior completo;Solicitante de refúgio;Trabalhador informal ou ambulante;Instituições ou organizações;Regularização migratória
07/04/2016;11/03/2019;35;Masculino;30 a 39 anos;Bangladesh;Brás;leste;Casa de parente ou amigo;Guarulhos;Parda;Ensino superior completo;Solicitante de refúgio;Trabalhador CLT;Instituições ou organizações;Regularização migratória
14/08/2015;21/03/2019;43;Masculino;30 a 39 anos;Bangladesh;Pari;leste;Aluguel ou pensão;Foz do Iguaçu;Não respondeu;Ensino fundamental completo;Solicitante de refúgio;Empresário (MEI, dono de loja, restaurante, etc.);Amigos ou parentes;Regularização migratória
16/02/2015;13/05/2019;50;Masculino;40 a 49 anos;Bangladesh;Brás;leste;Aluguel ou pensão;Guarulhos;Indígena;Ensino médio incompleto;Solicitante de refúgio;Trabalhador autônomo;Instituições ou organizações;Regularização migratória
02/06/2015;17/05/2019 00:00;47;Masculino;18 a 29 anos;Bangladesh;Brás;leste;Aluguel ou pensão;Guarulhos;Parda;Ensino médio completo;Solicitante de refúgio;Trabalhador autônomo;Instituições ou organizações;Regularização migratória
10/09/2013;20/05/2019 00:00;68;Masculino;30 a 39 anos;Bangladesh;Pari;leste;Aluguel ou pensão;Guarulhos;Indígena;Ensino médio incompleto;Visto permanente;Trabalhador CLT;Instituições ou organizações;Regularização migratória
01/08/2015;29/05/2019 00:00;45;Masculino;30 a 39 anos;Bangladesh;Brás;leste;Aluguel ou pensão;Guarulhos;Não respondeu;Ensino fundamental completo;Solicitante de refúgio;Trabalhador autônomo;Serviço público;Regularização migratória
16/04/2013;29/05/2019 00:00;73;Masculino;30 a 39 anos;Bangladesh;Brás;leste;Aluguel ou pensão;Cuiabá;Indígena;Ensino médio completo;Solicitante de refúgio;Desempregado;Instituições ou organizações;Regularização migratória
15/01/2015;12/06/2019 00:00;52;Masculino;30 a 39 anos;Bangladesh;Brás;leste;Aluguel ou pensão;Guarulhos;Parda;Ensino fundamental completo;Refugiado;Trabalhador autônomo;Amigos ou parentes;Regularização migratória
02/12/2013;12/06/2019 00:00;66;Masculino;30 a 39 anos;Bangladesh;Outro Município ou Recém-chegado;Outro Município;Aluguel ou pensão;Guarulhos;Parda;Ensino fundamental completo;Solicitante de refúgio;Trabalhador autônomo;Amigos ou parentes;Regularização migratória
08/07/2013;02/07/2019 00:00;71;Masculino;30 a 39 anos;Bangladesh;Brás;leste;Em situação de rua;Guarulhos;Parda;Ensino médio completo;Visto permanente;Desempregado;Serviço público;Vaga em Centro de Acolhida
04/03/2011;09/08/2019;101;Masculino;40 a 49 anos;Bangladesh;Liberdade;centro;Aluguel ou pensão;Guarulhos;Não respondeu;Ensino superior completo;Solicitante de refúgio;Trabalhador autônomo;Instituições ou organizações;Regularização migratória
12/03/2015;14/08/2019;53;Masculino;30 a 39 anos;Bangladesh;Pari;leste;Aluguel ou pensão;Guarulhos;Parda;Ensino médio completo;Solicitante de refúgio;Trabalhador informal ou ambulante;Serviço público;Regularização migratória
04/02/2016;04/09/2019;43;Masculino;30 a 39 anos;Bangladesh;Brás;leste;Aluguel ou pensão;Guarulhos;Parda;Não frequentou escola;Solicitante de refúgio;Trabalhador autônomo;Amigos ou parentes;Regularização migratória
16/01/2015;04/09/2019;55;Masculino;50 a 59 anos;Bangladesh;Penha;leste;Casa própria;Guarulhos;Parda;Ensino médio incompleto;Visto permanente;Trabalhador autônomo;Outros;Regularização migratória
15/06/2015;19/09/2019;51;Masculino;18 a 29 anos;Bangladesh;Brás;leste;Aluguel ou pensão;Guarulhos;Preta;Ensino superior completo;Solicitante de refúgio;Trabalhador autônomo;Instituições ou organizações;Regularização migratória
28/09/2018;16/10/2019;12;Masculino;30 a 39 anos;Bangladesh;Outro Município ou Recém-chegado;Outro Município;Aluguel ou pensão;Corumbá;Não respondeu;Ensino fundamental incompleto;Solicitante de refúgio;Trabalhador autônomo;Amigos ou parentes;Regularização migratória
08/10/2019;17/10/2019;0;Masculino;40 a 49 anos;Bangladesh;Brás;leste;Casa de parente ou amigo;Guarulhos;Parda;Outros;Visto de turismo;Desempregado;Amigos ou parentes;Regularização migratória
21/09/2015;17/10/2019;48;Masculino;18 a 29 anos;Bangladesh;Brás;leste;Aluguel ou pensão;Foz do Iguaçu;Parda;Ensino médio completo;Solicitante de refúgio;Trabalhador informal ou ambulante;Amigos ou parentes;Regularização migratória
24/10/2015;22/10/2019;47;Masculino;30 a 39 anos;Bangladesh;Pari;leste;Aluguel ou pensão;Foz do Iguaçu;Não respondeu;Ensino superior completo;Solicitante de refúgio;Trabalhador autônomo;Instituições ou organizações;Documentos
24/10/2015;23/10/2019;47;Masculino;30 a 39 anos;Bangladesh;Pari;leste;Aluguel ou pensão;Foz do Iguaçu;Não respondeu;Ensino superior completo;Solicitante de refúgio;Trabalhador autônomo;Instituições ou organizações;Documentos
07/07/2019;15/07/2019 00:00;0;Masculino;18 a 29 anos;Belarus;Ipiranga;sul;Igreja ou Instituição religiosa;Campinas;Branca;Ensino médio completo;Outros;Desempregado;Outros;Vaga em Centro de Acolhida
20/10/2016;16/12/2016;1;Feminino;50 a 59 anos;Bélgica;Vila Mariana;sul;Aluguel ou pensão;Guarulhos;Branca;Ensino superior completo;Visto de turismo;Outros;Amigos ou parentes;Regularização migratória
11/06/2018;18/06/2018;0;Masculino;18 a 29 anos;Belize;Itaquera;leste;Aluguel ou pensão;Guarulhos;Preta;Ensino médio completo;Solicitante de refúgio;Desempregado;Amigos ou parentes;Vaga em Centro de Acolhida
Não informado;21/11/2014;Não informado;Masculino;30 a 39 anos;Benim;Não informado;Não informado;Centro de Acolhida;Não informado;Preta;Ensino médio completo;Solicitante de refúgio;Não informado;Não informado;Não informado
Não informado;01/12/2014;Não informado;Masculino;18 a 29 anos;Benim;Não informado;Não informado;Aluguel ou pensão;Não informado;Preta;Pós-graduação;Visto temporário;Não informado;Não informado;Não informado
Não informado;10/12/2014;Não informado;Masculino;18 a 29 anos;Benim;Não informado;Não informado;Centro de Acolhida;Não informado;Preta;Ensino médio completo;Solicitante de refúgio;Não informado;Não informado;Não informado
02/07/2014;26/08/2015;13;Masculino;30 a 39 anos;Benim;Aricanduva;leste;Centro de Acolhida;Não informado;Preta;Ensino médio completo;Refugiado;Não informado;Não informado;Documentos
19/10/2015;28/10/2015;0;Masculino;18 a 29 anos;Benim;Moóca;leste;Centro de Acolhida;Não informado;Preta;Ensino superior completo;Solicitante de refúgio;Não informado;Não informado;Reinserção no mercado de trabalho
30/03/2015;16/03/2016;11;Masculino;18 a 29 anos;Benim;Bela Vista;centro;Centro de Acolhida;Não informado;Preta;Ensino superior incompleto;Solicitante de refúgio;Não informado;Não informado;Documentos
05/02/2010;20/07/2016;77;Masculino;30 a 39 anos;Benim;Cidade Líder;leste;Aluguel ou pensão;Não informado;Preta;Ensino superior completo;Visto permanente;Não informado;Não informado;Documentos
17/09/2016;30/09/2016;0;Masculino;30 a 39 anos;Benim;Outro Município;Outro Município;Em situação de rua;Não informado;Preta;Ensino superior incompleto;Solicitante de refúgio;Não informado;Não informado;Vaga em Centro de Acolhida
26/09/2016;18/10/2016;0;Masculino;18 a 29 anos;Benim;Outro Município;Outro Município;Em situação de rua;Não informado;Preta;Ensino médio completo;Solicitante de refúgio;Não informado;Não informado;Vaga em Centro de Acolhida
24/09/2016;25/10/2016;1;Masculino;18 a 29 anos;Benim;Guaianases;leste;Em situação de rua;Não informado;Preta;Ensino superior completo;Solicitante de refúgio;Não informado;Não informado;Vaga em Centro de Acolhida
07/11/2014;04/01/2017;25;Masculino;18 a 29 anos;Benim;Outro Município;Outro Município;Aluguel ou pensão;Guarulhos;Preta;Ensino superior incompleto;Visto permanente;Desempregado;Outros;Serviços de assistência social
05/10/2016;09/03/2017;5;Masculino;30 a 39 anos;Benim;Brás;leste;Hotel;Guarulhos;Preta;Ensino médio completo;Solicitante de refúgio;Benefícios sociais (BPC, Bolsa família, Auxílio aluguel);Instituições ou organizações;Vaga em Centro de Acolhida
31/12/2016;22/03/2017;2;Masculino;18 a 29 anos;Benim;Outro Município;Outro Município;Casa de parente ou amigo;Guarulhos;Preta;Ensino médio incompleto;Solicitante de refúgio;Desempregado;Amigos ou parentes;Vaga em Centro de Acolhida
23/02/2016;10/04/2017;13;Feminino;18 a 29 anos;Benim;Liberdade;centro;Centro de Acolhida;Guarulhos;Preta;Ensino médio completo;Solicitante de refúgio;Desempregado;Amigos ou parentes;Regularização migratória
04/03/2016;10/04/2017;13;Feminino;18 a 29 anos;Benim;Liberdade;centro;Centro de Acolhida;Guarulhos;Preta;Ensino superior incompleto;Solicitante de refúgio;Desempregado;Amigos ou parentes;Regularização migratória
20/12/2014;15/05/2017;28;Masculino;30 a 39 anos;Benim;Penha;leste;Casa de parente ou amigo;Guarulhos;Preta;Ensino superior incompleto;Solicitante de refúgio;Desempregado;Divulgação (folhetos, internet, etc.);Serviços de assistência social
24/12/2016;01/08/2017;7;Masculino;30 a 39 anos;Benim;Brás;leste;Hotel;Guarulhos;Preta;Ensino médio completo;Solicitante de refúgio;Desempregado;Amigos ou parentes;Vaga em Centro de Acolhida
20/12/2014;02/08/2017;31;Masculino;30 a 39 anos;Benim;Penha;leste;Aluguel ou pensão;Guarulhos;Preta;Ensino médio completo;Solicitante de refúgio;Trabalhador CLT;Amigos ou parentes;Regularização migratória
05/06/2017;29/09/2017;3;Masculino;40 a 49 anos;Benim;Bom Retiro;centro;Casa de parente ou amigo;Guarulhos;Preta;Ensino médio completo;Solicitante de refúgio;Desempregado;Amigos ou parentes;Vaga em Centro de Acolhida
25/07/1990;17/11/2017;327;Masculino;18 a 29 anos;Benim;Sapopemba;leste;Aluguel ou pensão;Guarulhos;Preta;Ensino médio completo;Solicitante de refúgio;Trabalhador CLT;Amigos ou parentes;Regularização migratória
29/05/2013;24/11/2017;53;Masculino;40 a 49 anos;Benim;Cambuci;centro;Aluguel ou pensão;Rio de Janeiro;Preta;Ensino superior completo;Solicitante de refúgio;Trabalhador CLT;Instituições ou organizações;Regularização migratória
29/05/2013;24/11/2017;53;Feminino;40 a 49 anos;Benim;Cambuci;centro;Aluguel ou pensão;Rio de Janeiro;Preta;Ensino superior completo;Solicitante de refúgio;Trabalhador CLT;Instituições ou organizações;Regularização migratória
06/06/2014;19/12/2017;42;Feminino;18 a 29 anos;Benim;Outro Município;Outro Município;Casa de parente ou amigo;Guarulhos;Preta;Não frequentou escola;Visto permanente;Desempregado;Instituições ou organizações;Demandas diversas
10/02/2012;19/12/2017;70;Masculino;30 a 39 anos;Benim;Outro Município;Outro Município;Aluguel ou pensão;Guarulhos;Preta;Não frequentou escola;Visto permanente;Desempregado;Instituições ou organizações;Documentos
13/03/2018;03/04/2018;0;Masculino;18 a 29 anos;Benim;Liberdade;centro;Centro de Acolhida;Guarulhos;Preta;Ensino superior completo;Solicitante de refúgio;Desempregado;Serviço público;Demandas diversas
04/06/2014;16/04/2018;46;Masculino;30 a 39 anos;Benim;Santo Amaro;sul;Aluguel ou pensão;Guarulhos;Preta;Ensino superior completo;Solicitante de refúgio;Trabalhador CLT;Instituições ou organizações;Regularização migratória
11/02/2018;19/04/2018;2;Masculino;18 a 29 anos;Benim;Moema;sul;Aluguel ou pensão;Guarulhos;Preta;Não frequentou escola;Solicitante de refúgio;Desempregado;Instituições ou organizações;Demandas diversas
15/09/2015;07/06/2018;32;Feminino;30 a 39 anos;Benim;Perus;norte;Aluguel ou pensão;Guarulhos;Preta;Ensino fundamental incompleto;Visto permanente;Desempregado;Divulgação (folhetos, internet, etc.);Reinserção no mercado de trabalho
14/09/2015;30/07/2018;34;Masculino;18 a 29 anos;Benim;Perus;norte;Aluguel ou pensão;Guarulhos;Preta;Ensino médio completo;Solicitante de refúgio;Trabalhador CLT;Amigos ou parentes;Regularização migratória
19/01/2017;02/08/2018;18;Feminino;30 a 39 anos;Benim;Santo Amaro;sul;Aluguel ou pensão;Guarulhos;Preta;Ensino médio completo;Solicitante de refúgio;Desempregado;Amigos ou parentes;Documentos
20/10/2018;12/11/2018;0;Masculino;30 a 39 anos;Benim;Bela Vista;centro;Aluguel ou pensão;Guarulhos;Preta;Ensino médio incompleto;Visto de turismo;Desempregado;Amigos ou parentes;Regularização migratória
06/06/2018;23/11/2018;5;Feminino;40 a 49 anos;Benim;Itaquera;leste;Aluguel ou pensão;Guarulhos;Preta;Não frequentou escola;Solicitante de refúgio;Desempregado;Amigos ou parentes;Vaga em Centro de Acolhida
20/02/2013;15/03/2019;72;Masculino;40 a 49 anos;Benim;Outro Município;Outro Município;Aluguel ou pensão;Guarulhos;Preta;Ensino fundamental completo;Visto permanente;Trabalhador CLT;Instituições ou organizações;Demandas diversas
31/05/2013;12/04/2019;70;Masculino;40 a 49 anos;Benim;Cambuci;centro;Aluguel ou pensão;Guarulhos;Preta;Ensino superior completo;Solicitante de refúgio;Trabalhador CLT;Amigos ou parentes;Regularização migratória
28/05/2014;16/04/2019;58;Masculino;18 a 29 anos;Benim;Cambuci;centro;Aluguel ou pensão;Guarulhos;Preta;Ensino superior incompleto;Solicitante de refúgio;Trabalhador autônomo;Amigos ou parentes;Orientação jurídica
27/01/2018;25/04/2019;14;Feminino;18 a 29 anos;Benim;Outro Município;Outro Município;Casa de parente ou amigo;Salvador;Preta;Ensino médio completo;Visto temporário;Desempregado;Amigos ou parentes;Orientação jurídica
03/04/2019;25/04/2019;0;Masculino;30 a 39 anos;Benim;Santo Amaro;sul;Aluguel ou pensão;Guarulhos;Preta;Pós-graduação;Solicitante de refúgio;Desempregado;Amigos ou parentes;Demandas diversas
30/03/2015;26/04/2019;48;Masculino;30 a 39 anos;Benim;Outro Município;Outro Município;Aluguel ou pensão;Guarulhos;Preta;Ensino médio completo;Visto permanente;Desempregado;Amigos ou parentes;Regularização migratória
26/09/2016;30/05/2019 00:00;32;Masculino;18 a 29 anos;Benim;Moóca;leste;Aluguel ou pensão;Guarulhos;Preta;Ensino médio completo;Visto permanente;Trabalhador CLT;Amigos ou parentes;Demandas diversas
14/10/2014;11/06/2019 00:00;55;Masculino;18 a 29 anos;Benim;Jabaquara;sul;Aluguel ou pensão;Guarulhos;Preta;Ensino superior completo;Solicitante de refúgio;Trabalhador CLT;Outros;Regularização migratória
04/02/2015;24/06/2019 00:00;52;Masculino;30 a 39 anos;Benim;Moóca;leste;Aluguel ou pensão;Guarulhos;Preta;Ensino superior completo;Solicitante de refúgio;Trabalhador CLT;Amigos ou parentes;Regularização migratória
12/05/2018;07/10/2019;16;Masculino;30 a 39 anos;Benim;Outro Município ou Recém-chegado;Outro Município;Aluguel ou pensão;Corumbá;Preta;Ensino médio completo;Solicitante de refúgio;Trabalhador CLT;Instituições ou organizações;Demandas diversas
23/12/2016;07/10/2019;33;Feminino;18 a 29 anos;Benim;Itaquera;leste;Aluguel ou pensão;Guarulhos;Preta;Ensino superior incompleto;Solicitante de refúgio;Trabalhador CLT;Amigos ou parentes;Regularização migratória
Não informado;08/12/2014;Não informado;Masculino;18 a 29 anos;Bolívia;Não informado;Não informado;Aluguel ou pensão;Não informado;Branca;Ensino médio completo;Visto permanente;Não informado;Não informado;Não informado
Não informado;08/12/2014;Não informado;Feminino;18 a 29 anos;Bolívia;Não informado;Não informado;Aluguel ou pensão;Não informado;Branca;Ensino médio completo;Visto permanente;Não informado;Não informado;Não informado
Não informado;08/12/2014;Não informado;Masculino;18 a 29 anos;Bolívia;Não informado;Não informado;Outros;Não informado;Não respondeu;Ensino médio completo;Outros;Não informado;Não informado;Não informado
Não informado;08/12/2014;Não informado;Feminino;18 a 29 anos;Bolívia;Não informado;Não informado;Aluguel ou pensão;Não informado;Amarela;Ensino médio completo;Indocumentado/ Irregular;Não informado;Não informado;Não informado
Não informado;08/12/2014;Não informado;Masculino;18 a 29 anos;Bolívia;Não informado;Não informado;Aluguel ou pensão;Não informado;Amarela;Ensino médio completo;Visto temporário;Não informado;Não informado;Não informado
Não informado;08/12/2014;Não informado;Masculino;30 a 39 anos;Bolívia;Não informado;Não informado;Aluguel ou pensão;Não informado;Indígena;Ensino médio completo;Visto permanente;Não informado;Não informado;Não informado
Não informado;08/12/2014;Não informado;Masculino;40 a 49 anos;Bolívia;Não informado;Não informado;Aluguel ou pensão;Não informado;Branca;Ensino médio completo;Visto permanente;Não informado;Não informado;Não informado
Não informado;08/12/2014;Não informado;Masculino;Não informado;Bolívia;Não informado;Não informado;Aluguel ou pensão;Não informado;Amarela;Outros;Visto temporário;Não informado;Não informado;Não informado
